0.000000000000000000e+00,1.428051893798270022e-01
5.000000000000000240e-05,-6.368530409066737452e-02
1.000000000000000048e-04,3.132363976595822219e-01
1.500000000000000140e-04,-3.522712821727831956e-01
2.000000000000000096e-04,9.405951003612069705e-01
2.500000000000000052e-04,1.039473223706115723e+00
3.000000000000000279e-04,7.774866343949231595e-01
3.499999999999999964e-04,-1.308693315071343122e-01
4.000000000000000192e-04,6.680048871013704037e-01
4.500000000000000419e-04,3.600517829320997176e-01
5.000000000000000104e-04,2.821656785739550255e-01
5.500000000000000331e-04,1.765279319688870974e+00
6.000000000000000559e-04,1.930020558007533360e+00
6.500000000000000786e-04,1.030492416834285496e-01
6.999999999999999929e-04,1.811038281555294782e+00
7.500000000000000156e-04,1.373608041215897302e+00
8.000000000000000383e-04,1.006661407662509777e+00
8.500000000000000611e-04,8.866016856402949564e-01
9.000000000000000838e-04,1.744885224466058649e+00
9.499999999999999981e-04,1.383863928278131317e+00
1.000000000000000021e-03,1.916807942823926414e+00
1.050000000000000152e-03,1.943279731095449492e+00
1.100000000000000066e-03,9.596458906508826825e-01
1.149999999999999981e-03,2.303049846784266830e+00
1.200000000000000112e-03,2.805449261445771558e+00
1.250000000000000026e-03,2.852193482635286603e+00
1.300000000000000157e-03,2.212393094267321558e+00
1.350000000000000071e-03,1.146093058754785954e+00
1.399999999999999986e-03,1.137006746142178448e+00
1.450000000000000117e-03,1.467640903377843475e+00
1.500000000000000031e-03,3.151957041489402478e+00
1.550000000000000162e-03,1.945370195361011856e+00
1.600000000000000077e-03,2.141059573829429574e+00
1.649999999999999991e-03,3.273685831240414679e+00
1.700000000000000122e-03,2.173934688664758141e+00
1.750000000000000036e-03,2.710457191604555227e+00
1.800000000000000168e-03,2.551195890143228340e+00
1.850000000000000082e-03,1.875102442244360068e+00
1.899999999999999996e-03,2.979509340664512784e+00
1.950000000000000127e-03,3.563162055540197493e+00
2.000000000000000042e-03,2.251764098237178935e+00
2.050000000000000173e-03,2.450699064001503391e+00
2.100000000000000304e-03,2.890275683694564446e+00
2.150000000000000001e-03,2.200063019795783781e+00
2.200000000000000133e-03,3.180326945976545083e+00
2.250000000000000264e-03,3.883205970510182681e+00
2.299999999999999961e-03,3.622341204136477089e+00
2.350000000000000092e-03,3.432030038854410492e+00
2.400000000000000223e-03,4.132987011190643933e+00
2.449999999999999921e-03,2.778940252904374297e+00
2.500000000000000052e-03,3.670004859658985374e+00
2.550000000000000183e-03,3.338981124312122795e+00
2.600000000000000314e-03,3.847452231334337114e+00
2.650000000000000012e-03,2.923986878681920754e+00
2.700000000000000143e-03,4.301580750297953948e+00
2.750000000000000274e-03,2.995241494368860558e+00
2.799999999999999972e-03,3.185293705465441327e+00
2.850000000000000103e-03,4.517051540741159776e+00
2.900000000000000234e-03,4.846162910325433337e+00
2.949999999999999931e-03,3.864886297538424387e+00
3.000000000000000062e-03,3.873246635371339508e+00
3.050000000000000194e-03,3.581712339406628143e+00
3.100000000000000325e-03,3.684809655303963538e+00
3.150000000000000022e-03,4.413542348789683878e+00
3.200000000000000153e-03,3.578560448951526141e+00
3.250000000000000284e-03,3.502165830432016236e+00
3.299999999999999982e-03,4.215179852381795378e+00
3.350000000000000113e-03,3.673033185350219831e+00
3.400000000000000244e-03,4.678983062651772329e+00
3.450000000000000375e-03,5.060939499166460465e+00
3.500000000000000073e-03,5.010055399692637579e+00
3.550000000000000204e-03,4.450404659251772976e+00
3.600000000000000335e-03,4.219277774771732048e+00
3.650000000000000033e-03,4.426437481166094479e+00
3.700000000000000164e-03,3.598790278238602092e+00
3.750000000000000295e-03,5.044544064135708439e+00
3.799999999999999992e-03,4.312196874712247663e+00
3.850000000000000124e-03,4.316066629670404886e+00
3.900000000000000255e-03,3.864253909611552906e+00
3.950000000000000386e-03,4.626538646139758626e+00
4.000000000000000083e-03,4.920980516076955524e+00
4.049999999999999781e-03,4.560138957677418503e+00
4.100000000000000346e-03,5.540559519179521608e+00
4.150000000000000043e-03,5.169493525786016619e+00
4.200000000000000608e-03,4.325732289264766273e+00
4.250000000000000305e-03,4.912557299741563632e+00
4.300000000000000003e-03,5.700651444986932326e+00
4.350000000000000568e-03,4.936333441751655116e+00
4.400000000000000265e-03,5.115645991121342107e+00
4.449999999999999963e-03,4.051093878396912373e+00
4.500000000000000527e-03,4.917213936019217968e+00
4.550000000000000225e-03,4.873000814175656004e+00
4.599999999999999922e-03,4.762833266710194025e+00
4.650000000000000487e-03,4.810675493568942862e+00
4.700000000000000185e-03,5.147679921684192195e+00
4.749999999999999882e-03,5.061920765511925602e+00
4.800000000000000447e-03,4.969925159723230124e+00
4.850000000000000144e-03,4.326042255874265052e+00
4.899999999999999842e-03,4.880226436735833673e+00
4.950000000000000407e-03,5.936739559530187726e+00
5.000000000000000104e-03,4.830347386435665413e+00
5.050000000000000669e-03,4.070018821983964585e+00
5.100000000000000366e-03,4.003193655193398648e+00
5.150000000000000064e-03,5.065286277442275775e+00
5.200000000000000629e-03,4.091279525785550319e+00
5.250000000000000326e-03,4.170073479350023149e+00
5.300000000000000024e-03,4.195322648269338650e+00
5.350000000000000588e-03,4.877961437973538317e+00
5.400000000000000286e-03,5.945949638099896184e+00
5.449999999999999983e-03,4.920228990192930141e+00
5.500000000000000548e-03,4.855722270592456979e+00
5.550000000000000246e-03,4.798568259848106976e+00
5.599999999999999943e-03,4.913660623327954724e+00
5.650000000000000508e-03,4.790288991656876938e+00
5.700000000000000205e-03,5.332014210827058953e+00
5.749999999999999903e-03,5.657732673243020649e+00
5.800000000000000468e-03,5.238656500318690235e+00
5.850000000000000165e-03,4.669408297624471516e+00
5.899999999999999863e-03,5.100526664859465598e+00
5.950000000000000427e-03,5.598046269038986722e+00
6.000000000000000125e-03,4.062537264547756877e+00
6.050000000000000690e-03,4.205111707937814636e+00
6.100000000000000387e-03,4.942627845000061804e+00
6.150000000000000085e-03,5.051260045445637559e+00
6.200000000000000649e-03,4.934082874864815338e+00
6.250000000000000347e-03,4.796454788353090137e+00
6.300000000000000044e-03,5.247619516110647808e+00
6.350000000000000609e-03,4.514902289648579981e+00
6.400000000000000307e-03,5.139312984849373933e+00
6.450000000000000004e-03,5.414849572570990865e+00
6.500000000000000569e-03,4.325745986782968622e+00
6.550000000000000266e-03,5.136519307405093215e+00
6.599999999999999964e-03,4.818018158615932300e+00
6.650000000000000529e-03,5.120520560916954622e+00
6.700000000000000226e-03,3.396181907411005341e+00
6.749999999999999924e-03,5.089398111455189166e+00
6.800000000000000488e-03,4.755316698599793668e+00
6.850000000000000186e-03,5.103794661565331126e+00
6.900000000000000751e-03,5.098041589511648652e+00
6.950000000000000448e-03,3.661720048698857255e+00
7.000000000000000146e-03,4.385087605168098257e+00
7.050000000000000711e-03,3.280970354489496366e+00
7.100000000000000408e-03,4.141040589256025584e+00
7.150000000000000105e-03,4.741311388082991130e+00
7.200000000000000670e-03,3.236512855947811573e+00
7.250000000000000368e-03,3.501767200734465568e+00
7.300000000000000065e-03,2.910046702252312656e+00
7.350000000000000630e-03,3.087468106183400174e+00
7.400000000000000328e-03,3.060248469944662375e+00
7.450000000000000025e-03,2.782633348426868380e+00
7.500000000000000590e-03,4.534929981367776364e+00
7.550000000000000287e-03,4.254631892950385463e+00
7.599999999999999985e-03,3.350255474894976437e+00
7.650000000000000550e-03,3.852467461653644953e+00
7.700000000000000247e-03,3.697032913346490979e+00
7.749999999999999944e-03,3.292149461429612955e+00
7.800000000000000509e-03,3.034093538515765687e+00
7.850000000000001074e-03,3.454359929242769134e+00
7.900000000000000772e-03,3.175575014199288226e+00
7.950000000000000469e-03,2.533880782406793930e+00
8.000000000000000167e-03,2.667577354646233356e+00
8.049999999999999864e-03,3.129559786260950105e+00
8.099999999999999561e-03,3.064674672669825739e+00
